node1,node2,weight
Marry Me,College Hill,9
Marry Me,TINY & TOYA,15
Marry Me,Queen of the South,56
Marry Me,About a Boy,10
Marry Me,Pânico no Rádio -  Jovem Pan,77
Marry Me,New Day NW,52
Marry Me,BET Awards,43
Marry Me,BET Gospel,49
Marry Me,BET Hip-Hop Awards,66
Marry Me,Home & Family,59
Marry Me,The Mystery of Matter: Search for the Elements,41
Good Morning America,Soy Luna,77
Good Morning America,World News Now,80
Good Morning America,Nightline,94
Good Morning America,WDR Lokalzeit OWL,24
Good Morning America,Sonoran Living,42
Good Morning America,The Insider,19
Good Morning America,Sea Rescue,32
Good Morning America,ABC World News Tonight with David Muir,43
Good Morning America,Supravietuitorul,77
Good Morning America,6abc Action News,58
Good Morning America,Good Morning Utah,45
Good Morning America,The Chew,41
Good Morning America,ABC's Popcorn with Peter Travers,27
Good Morning America,Litton's Weekend Adventure,31
Good Morning America,Ocean Mysteries with Jeff Corwin,51
Good Morning America,The Cousins,15
Good Morning America,9 News,35
Good Morning America,TODAY,21
Good Morning America,Emigratis,37
Good Morning America,Stranger Things,37
Good Morning America,The Line,90
Good Morning America,KSPR News,41
Good Morning America,This Week,77
Good Morning America,Katie Brown Workshop,18
Good Morning America,ABC 20/20,57
Good Morning America,JTBC 뉴스룸 팩트체크,32
Good Morning America,BBCHorizon,44
Good Morning America,The Muppets,22
Good Morning America,News 8 Daybreak,57
Good Morning America,CT Style,7
Good Morning America,,19
Les enfants de la télé,Baron Noir,78
Les enfants de la télé,Trauma - Page officielle,93
Les enfants de la télé,Infoman,88
60 secondes chrono,E=M6,78
60 secondes chrono,La belle et ses princes presque charmants,27
60 secondes chrono,Al Jazeera: Head to Head,91
60 secondes chrono,Top Chef,86
Conan O'Brien Presents: Team Coco,Now With Alex Wagner,21
Conan O'Brien Presents: Team Coco,Abstract: The Art of Design,63
Conan O'Brien Presents: Team Coco,Le Banquier,14
Conan O'Brien Presents: Team Coco,Kinetic Content: Betty White’s OTR,28
Conan O'Brien Presents: Team Coco,Rough Cut - Woodworking with Tommy Mac,39
Conan O'Brien Presents: Team Coco,Full Frontal with Samantha Bee,85
Conan O'Brien Presents: Team Coco,Preciosas,70
Conan O'Brien Presents: Team Coco,Your Life Arizona,57
Conan O'Brien Presents: Team Coco,Morning Express with Robin Meade,52
Conan O'Brien Presents: Team Coco,The Gherm Guys,24
I Heart Nick Carter,Mercado Sur,41
I Heart Nick Carter,CNN en Marcha,17
Arab Idol,Driven MBC,58
드.디오,L.A. Hair,84
aspekte,ZDF heute-show,72
aspekte,Welcome to Sweden,33
aspekte,Elektrischer Reporter,94
aspekte,Bunsen is a Beast,58
aspekte,Frontal21,94
aspekte,Terra X,68
aspekte,Maybrit Illner,70
aspekte,3sat Kulturzeit,52
Sketch History,ZDF heute-show,22
Sketch History,Terra X,82
Sketch History,Spiel für dein Land,15
Total Wipeout,The £100K Drop,86
Portlandia,Whisker Wars,69
Portlandia,Cucumber and Banana on Logo,47
Portlandia,30 Rock,7
Portlandia,The Graham Norton Show BBC America,27
Portlandia,Parks and Recreation,47
Portlandia,Comedy Bang! Bang! on IFC,58
Portlandia,Broad City,33
Portlandia,Saturday Night Live,28
It's Always Sunny in Philadelphia,Sons of Anarchy,26
It's Always Sunny in Philadelphia,Every.Simpsons.Ever,35
It's Always Sunny in Philadelphia,You're the Worst,20
It's Always Sunny in Philadelphia,The League,78
It's Always Sunny in Philadelphia,Baskets,57
It's Always Sunny in Philadelphia,Animals,87
It's Always Sunny in Philadelphia,El Privilegio de Mandar,13
It's Always Sunny in Philadelphia,Guitarings,86
It's Always Sunny in Philadelphia,Man Seeking Woman,46
It's Always Sunny in Philadelphia,The Americans,33
It's Always Sunny in Philadelphia,Archer,9
It's Always Sunny in Philadelphia,Better Things,50
It's Always Sunny in Philadelphia,Animation Domination FXX,28
House of Lies,Dexter,31
House of Lies,Nurse Jackie,59
House of Lies,Wall Street Week,75
House of Lies,The L Word,36
House of Lies,Homeland,8
House of Lies,Ray Donovan,43
House of Lies,HAPPYish,88
House of Lies,Masters of Sex,51
House of Lies,The Real L Word,6
House of Lies,Streamy Awards,13
House of Lies,Queer as Folk,12
House of Lies,The Tudors,49
House of Lies,Weeds,95
House of Lies,Penny Dreadful,85
House of Lies,Secret Diary of a Call Girl,59
House of Lies,The Borgias,43
House of Lies,Californication,11
House of Lies,Le Club 700,25
The Family,Duck Dynasty on A&E,45
Merlin – Official,BBC Doctors,76
Merlin – Official,BBC Breakfast,94
Merlin – Official,The One Show,87
SNL KOREA,JTBC 예능페이지,80
SNL KOREA,tvN 수요미식회,61
SNL KOREA,코미디빅리그,42
SNL KOREA,어쩌다 어른X스튜디오 판다,76
SNL KOREA,막돼먹은 영애씨,60
SNL KOREA,드라마 미생,56
SNL KOREA,tvN 문제적남자,15
SNL KOREA,방송국의 시간을 팝니다 - 방시팝,86
SNL KOREA,L.A. Hair,28
SNL KOREA,Saturday Night Live,29
Ten Eyewitness News Melbourne,Studio 10,27
Ten Eyewitness News Melbourne,Troldspejlet,90
Ten Eyewitness News Melbourne,Fratelli di Crozza,30
Ten Eyewitness News Melbourne,Greenleaf OWN,43
Ten Eyewitness News Melbourne,The Spoils Before Dying,54
Ten Eyewitness News Melbourne,Ten News,69
Ten Eyewitness News Melbourne,Ten Eyewitness News Perth,88
Oie Teleamazonas,Avatar: The Last Airbender,86
Oie Teleamazonas,ThunderCats,81
Oie Teleamazonas,Victorious,6
Oie Teleamazonas,Ben 10,83
Oie Teleamazonas,Drake & Josh,6
Calling Dr. Pol,Dream Quest with Evette Rios,43
Calling Dr. Pol,Mein Bester Feind,53
Calling Dr. Pol,One Magnificent Morning,7
Fleabag,Avatar: The Last Airbender,51
Fleabag,ThunderCats,40
Fleabag,Victorious,89
Fleabag,Ben 10,88
Fleabag,Drake & Josh,91
Power Rangers,Digimon,82
Power Rangers,Voltron,82
SVT Humor,Intresseklubben,54
SVT Humor,SVT Melodifestivalen,27
SVT Humor,SVT Robins,76
SVT Humor,Michael,21
Hell On Wheels,Breaking Bad,79
Hell On Wheels,The Last Leg,61
Hell On Wheels,Comic Book Men,40
寶島神很大,草地狀元,22
寶島神很大,在台灣的故事,16
TVBS 國民大會,Containment,78
TVBS 國民大會,食尚玩家,67
TVBS 國民大會,TVBS 地球黃金線,77
Stars In Their Eyes,The Insider,59
Carpool Karaoke Italia,Talk Stoop,21
Carpool Karaoke Italia,Dateline NBC,67
Carpool Karaoke Italia,30 Rock,31
Carpool Karaoke Italia,1st Look,40
Carpool Karaoke Italia,Open House,90
Carpool Karaoke Italia,NBC Sports,66
Carpool Karaoke Italia,Saturday Night Live,19
Carpool Karaoke Italia,Kathie Lee and Hoda,17
Alaska: The Last Frontier,Alaskan Bush People,19
Prison Break,Houdini & Doyle,41
Prison Break,The Grinder,93
Prison Break,FOX Teen Choice Awards,6
Prison Break,The Exorcist FOX,83
Prison Break,Pitch,73
Prison Break,STAR,73
Prison Break,Son of Zorn,49
Prison Break,The Mick,12
Prison Break,Living Biblically,60
Prison Break,Scream Queens,12
Prison Break,Bordertown,65
Prison Break,New Year's Eve on FOX,82
Prison Break,New Girl,19
Prison Break,My Kitchen Rules,23
Prison Break,Party Over Here,63
Prison Break,The F Word,30
Prison Break,Grandfathered,27
Prison Break,Ellen's Game of Games,95
Prison Break,Lethal Weapon FOX,33
Prison Break,Ghosted,27
Prison Break,Second Chance,5
Prison Break,So You Think You Can Dance,8
Prison Break,Love Connection FOX,9
Prison Break,Showtime At The Apollo,12
Prison Break,The Simpsons,46
Prison Break,Glee,6
Prison Break,The Gifted,12
Prison Break,World’s Funniest,87
Prison Break,Bones,56
Prison Break,Il en pense quoi Camille ?,11
Prison Break,The Resident,54
Prison Break,Lucifer,77
Prison Break,Hell's Kitchen,10
Prison Break,Girlboss,16
Prison Break,Beat Shazam,70
Prison Break,Cooper Barrett's Guide to Surviving Life,70
Prison Break,You The Jury,19
Prison Break,Family Guy,19
Prison Break,LA to Vegas,79
Prison Break,Famous,79
Prison Break,Brooklyn Nine-Nine,28
Prison Break,Raising Hope,59
Prison Break,Coupled,37
Prison Break,Hotel Hell,70
Prison Break,The Last Man on Earth,47
Eurovision France,SBS Eurovision,66
Eurovision France,Eurovisie Songfestival,64
Eurovision France,Eurovision Song Contest Deutschland,58
Eurovision France,Junior Eurovision Song Contest,72
Eurovision France,Catastrophe (Amazon Original),6
Jane The Virgin,Buenas Vibras,46
Jane The Virgin,Queen of the South,57
Jane The Virgin,Time Trax,74
Jane The Virgin,One Magnificent Morning,19
Jane The Virgin,The Vampire Diaries,16
Jane The Virgin,Crazy Ex-Girlfriend,44
Jane The Virgin,Dog Whisperer with Cesar Millan: Family Edition,46
Jane The Virgin,Mein Bester Feind,20
Jane The Virgin,The Flash,52
Jane The Virgin,Gossip Girl,48
Jane The Virgin,Home & Family,54
Parks and Recreation,Queen of the South,87
Parks and Recreation,Kinetic Content: Betty White’s OTR,17
Parks and Recreation,Believe,59
Parks and Recreation,Chase,34
Parks and Recreation,Jay Leno,22
Parks and Recreation,Saturday Night Live,18
Parks and Recreation,Happy,89
Parks and Recreation,Chuck,95
Parks and Recreation,The New Celebrity Apprentice,13
Parks and Recreation,The Voice,70
Parks and Recreation,Home & Family,43
Parks and Recreation,The Blacklist,61
Parks and Recreation,Minute to Win It,6
Parks and Recreation,Streamy Awards,23
Parks and Recreation,Law & Order:  Special Victims Unit,28
Parks and Recreation,About a Boy,39
Parks and Recreation,The Biggest Loser,27
Parks and Recreation,Smash,50
Parks and Recreation,Who Do You Think You Are?,53
Parks and Recreation,Extra تركي,78
Parks and Recreation,Fear Factor,24
Parks and Recreation,Sean Saves the World,88
Parks and Recreation,30 Rock,9
Parks and Recreation,Hollywood Game Night,11
Parks and Recreation,Parenthood,66
Parks and Recreation,What's On 6,84
Parks and Recreation,The Comedians,20
9 News,9 News Gold Coast,9
9 News,Matkontrollen,72
9 News,9 News Perth,17
9 News,60 Minutes Australia,29
9 News,9 News Sydney,10
9 News,9 News,43
9 News,9 News Darwin,59
9 News,AFL Footy Show,78
9 News,Sunrise,12
9 News,ABC World News Tonight with David Muir,41
9 News,TODAY,13
9 News,A Current Affair,93
9 News,Obviously Harith Iskander,52
Make It or Break It,Pretty Little Liars,67
Make It or Break It,Melissa & Joey,72
Make It or Break It,13 Nights of Halloween,8
Make It or Break It,The Nine Lives of Chloe King,61
Make It or Break It,Marvel's Cloak & Dagger,12
Make It or Break It,The Lying Game,55
Make It or Break It,The Good Fight,61
Make It or Break It,The Secret Life of the American Teenager,73
Make It or Break It,Greek,50
Gossip Girl,90210,52
Gossip Girl,Hart of Dixie,25
Gossip Girl,Extra,68
Gossip Girl,The Vampire Diaries,54
Gossip Girl,Nikita,59
Gossip Girl,One Magnificent Morning,41
Gossip Girl,Supernatural,57
Gossip Girl,The Prancing Elites Project,32
Gossip Girl,Dog Whisperer with Cesar Millan: Family Edition,7
Gossip Girl,Mein Bester Feind,63
Gossip Girl,Marvel - Jessica Jones,59
Gossip Girl,Hellcats,25
Gossip Girl,Flash Moda,58
Gossip Girl,America’s Next Top Model,59
Gossip Girl,The 100,93
Gossip Girl,10 on Top,84
Gossip Girl,Arrow,75
Gossip Girl,The Carrie Diaries,12
The Blacklist,Queen of the South,69
The Blacklist,Sean Saves the World,89
The Blacklist,The Biggest Loser,17
The Blacklist,The Player,57
The Blacklist,Heroes,43
The Blacklist,Ninja Warrior,53
The Blacklist,The Voice,15
The Blacklist,Home & Family,90
The Blacklist,Blindspot,11
Der Hundeprofi,Shopping Queen,95
Der Hundeprofi,Prominent!,73
NewKids,SouthPark.de,81
Grandfathered,Houdini & Doyle,84
Grandfathered,The Grinder,36
Grandfathered,FOX Teen Choice Awards,47
Grandfathered,Il en pense quoi Camille ?,49
Grandfathered,The Exorcist FOX,72
Grandfathered,The Rhode Show,95
Grandfathered,Pitch,28
Grandfathered,STAR,94
Grandfathered,Son of Zorn,76
Grandfathered,The Mick,16
Grandfathered,Living Biblically,73
Grandfathered,Scream Queens,54
Grandfathered,Bordertown,37
Grandfathered,New Year's Eve on FOX,65
Grandfathered,New Girl,53
Grandfathered,Ghosted,72
Grandfathered,Party Over Here,73
Grandfathered,The F Word,80
Grandfathered,Dude You're Screwed,76
Grandfathered,Ellen's Game of Games,62
Grandfathered,Lethal Weapon FOX,40
Grandfathered,Bullseye,57
Grandfathered,Second Chance,88
Grandfathered,So You Think You Can Dance,40
Grandfathered,Love Connection FOX,42
Grandfathered,Showtime At The Apollo,62
Grandfathered,The Simpsons,27
Grandfathered,Glee,9
Grandfathered,The Gifted,58
Grandfathered,World’s Funniest,16
Grandfathered,Bones,34
Grandfathered,Coupled,95
Grandfathered,The Resident,23
Grandfathered,Lucifer,11
Grandfathered,Hell's Kitchen,89
Grandfathered,Girlboss,54
Grandfathered,Beat Shazam,85
Grandfathered,Cooper Barrett's Guide to Surviving Life,66
Grandfathered,You The Jury,56
Grandfathered,Family Guy,53
Grandfathered,LA to Vegas,66
Grandfathered,Famous,81
Grandfathered,Brooklyn Nine-Nine,15
Grandfathered,MORE FOX5,24
Grandfathered,Hotel Hell,25
Grandfathered,The Last Man on Earth,8
Grandfathered,My Kitchen Rules,48
Australia's Next Top Model,America’s Next Top Model,36
Big Brother Auditions,Big Brother UK,23
Complément d’enquête,20 Heures France 2,91
Complément d’enquête,Mots Croisés,26
Abenteuer Leben,taff,59
Abenteuer Leben,ran,48
Abenteuer Leben,Abenteuer Auto,81
Abenteuer Leben,The Biggest Loser - SAT.1,35
Abenteuer Leben,Narcos,30
Abenteuer Leben,Wissen vor acht,30
Abenteuer Leben,"""Mein Lokal  Dein Lokal""",58
Abenteuer Leben,Galileo,61
Abenteuer Leben,Sweet & Easy - Enie backt,78
Abenteuer Leben,Galileo Big Pictures,71
"""Mein Lokal  Dein Lokal""",Sweet & Easy - Enie backt,20
"""Mein Lokal  Dein Lokal""",L'heure bleue,69
"""Mein Lokal  Dein Lokal""",Galileo,40
ESPN First Take,ESPN College Basketball,71
ESPN First Take,SportsNation,56
ESPN First Take,Around the Horn,46
ESPN First Take,College GameDay,47
Le Tricheur,Accès illimité,67
Le Tricheur,Fort Boyard TVA,75
Le Tricheur,Boomerang,42
Le Tricheur,Faites-moi confiance,73
Le Tricheur,Fiston,92
Le Tricheur,Deux filles le matin,47
Le Tricheur,Les jeunes loups,45
The Deleted,MON PLAN RONA - Page officielle,55
The Deleted,À couteaux tirés,22
CHUNG SỨC,SIÊU BẤT NGỜ,27
CHUNG SỨC,Bí Mật Đêm Chủ Nhật - Whose Line Is It Anyway?,49
CHUNG SỨC,Grace and Frankie,58
CHUNG SỨC,Đông Tây Promotion,45
Beyond Scared Straight on A&E,The Voice Kids Cambodia,61
Beyond Scared Straight on A&E,Hollywood Medium with Tyler Henry,41
Beyond Scared Straight on A&E,A&E Investigates: The First 48,52
Beyond Scared Straight on A&E,Donnie Loves Jenny,49
Beyond Scared Straight on A&E,60 Days In on A&E,39
Beyond Scared Straight on A&E,The Returned on A&E,10
Beyond Scared Straight on A&E,Country Buck$ on A&E,39
Beyond Scared Straight on A&E,Duck Dynasty on A&E,95
Beyond Scared Straight on A&E,Bad Ink on A&E,12
Beyond Scared Straight on A&E,Nightwatch,37
Beyond Scared Straight on A&E,Intervention,39
Beyond Scared Straight on A&E,Longmire,84
Beyond Scared Straight on A&E,Hoarders on A&E,76
Beyond Scared Straight on A&E,Storage Wars: New York on A&E,9
Beyond Scared Straight on A&E,Shipping Wars on A&E,12
Beyond Scared Straight on A&E,Damien on A&E,56
Front Row,24 Oras,92
Front Row,News to Go,5
Front Row,Reporter's Notebook,8
Front Row,Good News,7
Front Row,Born to Be Wild,16
Hell's Kitchen,Pitch,63
Hell's Kitchen,Glee,17
Hell's Kitchen,Girlboss,59
Hell's Kitchen,Beat Shazam,60
Hell's Kitchen,New Girl,31
Hell's Kitchen,Family Guy,32
Hell's Kitchen,The Cleveland Show,54
Hell's Kitchen,Surviving Jack,46
Hell's Kitchen,Hotel Hell,24
Hell's Kitchen,Houdini & Doyle,7
Hell's Kitchen,Weird Loners,28
Hell's Kitchen,Sunnyside on City,22
Hell's Kitchen,The Mick,56
Hell's Kitchen,The Four,12
Hell's Kitchen,Touch,69
Hell's Kitchen,Bordertown,28
Hell's Kitchen,New Year's Eve on FOX,70
Hell's Kitchen,The Following,40
Hell's Kitchen,Ghosted,9
Hell's Kitchen,STAR,69
Hell's Kitchen,Ellen's Game of Games,55
Hell's Kitchen,Gracepoint,83
Hell's Kitchen,So You Think You Can Dance,21
Hell's Kitchen,World’s Funniest,53
Hell's Kitchen,Famous,46
Hell's Kitchen,Raising Hope,63
Hell's Kitchen,Coupled,83
Hell's Kitchen,The Last Man on Earth,50
Hell's Kitchen,La Previa,55
Hell's Kitchen,Hell's Kitchen Polska,94
Hell's Kitchen,The Grinder,5
Hell's Kitchen,FOX Teen Choice Awards,95
Hell's Kitchen,Public Morals,28
Hell's Kitchen,Cooper Barrett's Guide to Surviving Life,95
Hell's Kitchen,Living Biblically,61
Hell's Kitchen,Enlisted,34
Hell's Kitchen,Party Over Here,31
Hell's Kitchen,Showtime At The Apollo,65
Hell's Kitchen,Il en pense quoi Camille ?,52
Hell's Kitchen,Frequency,10
Hell's Kitchen,You The Jury,25
Hell's Kitchen,My Kitchen Rules,26
Hell's Kitchen,Brooklyn Nine-Nine,84
Hell's Kitchen,Take Me Out on FOX,34
Hell's Kitchen,The Exorcist FOX,19
Hell's Kitchen,Son of Zorn,40
Hell's Kitchen,Scream Queens,55
Hell's Kitchen,Kitchen Nightmares,55
Hell's Kitchen,American Dad,5
Hell's Kitchen,LA to Vegas,56
Hell's Kitchen,Lucifer,78
Hell's Kitchen,Lethal Weapon FOX,81
Hell's Kitchen,Second Chance,7
Hell's Kitchen,Love Connection FOX,89
Hell's Kitchen,믹스나인 MIXNINE,52
Hell's Kitchen,The Simpsons,21
Hell's Kitchen,The Gifted,14
Hell's Kitchen,Judge Judy,82
Hell's Kitchen,Bones,55
Hell's Kitchen,The Resident,91
Hell's Kitchen,The F Word,24
"""Tähdet",PUTOUS,52
"""Tähdet",Huomenta Suomi,71
"""Tähdet",Beyond The Tank,45
"""Tähdet",Big Brother Suomi,92
Family Tools,Extreme Weight Loss,92
Family Tools,The Bachelorette,70
Family Tools,Wipeout,47
Family Tools,Rookie Blue,65
Family Tools,Modern Family,94
Family Tools,Body of Proof,19
Family Tools,Revenge,39
Family Tools,The Chew,37
Family Tools,Shark Tank,44
Family Tools,Dancing with the Stars,12
Family Tools,Private Practice,68
Family Tools,Suburgatory,18
Family Tools,KSPR News,87
Family Tools,Secret Millionaire,10
Family Tools,The View,30
The Hills,New Girl,59
The Hills,Taking the Stage,23
The Hills,The City,33
The Hills,When I was 17,31
The Hills,Bromance,5
The Hills,Laguna Beach,76
The Hills,Real World,43
Alie & Georgia,The Katering Show,88
Fashion Police,Keeping Up With The Kardashians on E!,48
Fashion Police,Home & Family,91
Fashion Police,Queen of the South,60
America's News Headquarters,America's Newsroom,20
America's News Headquarters,90's House,6
America's News Headquarters,Fox News Sunday,13
America's News Headquarters,Myanmar Idol,31
MSNBC Originals,Cheyenne - T.V. Show,17
MSNBC Originals,MSNBC Locked Up Abroad,71
MSNBC Originals,The Last Word With Lawrence O'Donnell,56
MSNBC Originals,Dateline NBC,49
MSNBC Originals,Caught on Camera,93
FABLifeShow,Extra,71
FABLifeShow,The Cousins,46
Le miracle de l'amour,The Last Word With Lawrence O'Donnell,55
Le miracle de l'amour,Andrea Mitchell Reports,92
Le miracle de l'amour,Up on MSNBC,18
Le miracle de l'amour,Hélène et les garçons,6
Sweet & Easy - Enie backt,L'heure bleue,22
Sweet & Easy - Enie backt,Who Wants to be A Millionaire Philippines,72
Sweet & Easy - Enie backt,Galileo,46
Bullseye,Fear Factor,70
Bullseye,The Grinder,93
Bullseye,Wipeout,25
Bullseye,Cooper Barrett's Guide to Surviving Life,67
Bullseye,Lucifer,36
Bullseye,Second Chance,28
The Jason Show,The Real Housewives of Beverly Hills,43
WakeBrothers,Guy Code,9
Discovery Impact,Wissen vor acht,18
Discovery Impact,Discovery's Frozen Planet,20
Discovery Impact,流言追追追,87
Dick Clark's New Year's Rockin' Eve,American Music Awards,93
Dick Clark's New Year's Rockin' Eve,So You Think You Can Dance,74
Ugly Betty,"""Signed",58
Guilt,Body of Proof,9
Guilt,Desperate Housewives,29
Guilt,The Bachelorette,60
Guilt,Better With You,75
Guilt,Lost,63
Guilt,Happy Town,10
Guilt,Dancing with the Stars,27
Guilt,Happy Endings,47
Guilt,My Generation,28
Guilt,Private Practice,33
Guilt,Detroit 1-8-7,14
Guilt,Off the Map,41
Guilt,Modern Family,62
Tout peut arriver,True Blood,61
Tout peut arriver,Big Love,34
비정상회담,내 친구의 집은 어디인가,47
비정상회담,JTBC 예능페이지,39
Nosotros Los Guapos,Tonight With Arnold Clavio,6
Nosotros Los Guapos,24 Oras,17
Nosotros Los Guapos,Brigada,25
Nosotros Los Guapos,"""Kapuso Mo  Jessica Soho """,78
Sesamstrasse,Die Sendung mit der Maus,37
Sesamstrasse,DAS! im NDR Fernsehen,60
Sesamstrasse,tagesschau,51
Sesamstrasse,Extra 3,23
Scream Queens,Houdini & Doyle,16
Scream Queens,The Grinder,34
Scream Queens,FOX Teen Choice Awards,68
Scream Queens,The Exorcist FOX,84
Scream Queens,The Rhode Show,93
Scream Queens,Pitch,53
Scream Queens,STAR,38
Scream Queens,Son of Zorn,84
Scream Queens,The Mick,95
Scream Queens,Living Biblically,41
Scream Queens,The Resident,13
Scream Queens,Bordertown,65
Scream Queens,New Year's Eve on FOX,73
Scream Queens,New Girl,37
Scream Queens,My Kitchen Rules,81
Scream Queens,Party Over Here,31
Scream Queens,The F Word,52
Scream Queens,Ellen's Game of Games,28
Scream Queens,Lethal Weapon FOX,83
Scream Queens,Ghosted,61
Scream Queens,Second Chance,59
Scream Queens,So You Think You Can Dance,53
Scream Queens,Love Connection FOX,53
Scream Queens,Showtime At The Apollo,51
Scream Queens,The Simpsons,39
Scream Queens,Glee,66
Scream Queens,The Gifted,21
Scream Queens,World’s Funniest,56
Scream Queens,Bones,26
Scream Queens,Il en pense quoi Camille ?,48
Scream Queens,Lucifer,94
Scream Queens,Girlboss,83
Scream Queens,Beat Shazam,66
Scream Queens,Cooper Barrett's Guide to Surviving Life,7
Scream Queens,You The Jury,5
Scream Queens,Family Guy,32
Scream Queens,LA to Vegas,11
Scream Queens,Famous,72
Scream Queens,Brooklyn Nine-Nine,45
Scream Queens,Coupled,85
Scream Queens,Hotel Hell,93
Scream Queens,The Last Man on Earth,27
Capital,D&CO,13
Capital,E=M6,5
Capital,L'amour est dans le pré,26
Capital,MTV’s Joking Off,52
Capital,La France a un incroyable talent,33
Capital,Un diner presque parfait,85
Capital,Summer Break,37
Capital,Top Chef,48
Capital,Knightfall,29
Marvel - Daredevil,Wildboyz,88
Marvel - Daredevil,Beavis and Butt-Head,65
Show Me St. Louis,Dance Moms,74
Show Me St. Louis,Great Day Houston,25
Hoán Đổi,Saving Hope,53
Hoán Đổi,Don Francisco Te Invita,88
Hoán Đổi,Cuộc Đua Kỳ Thú,59
Sila,Amor Proibido,73
9 News Adelaide,Avatar: The Last Airbender,44
Velvet,Velvet,13
Velvet,If Loving You is Wrong,52
Velvet,Tiempos de guerra,15
The Slap,Access,18
The Slap,Law & Order:  Special Victims Unit,92
AGT Auditions,WECT News,30
AGT Auditions,The Chat,36
Això no és un trio,Cuines,85
Això no és un trio,Aeroport,46
Second Chance,Houdini & Doyle,25
Second Chance,The Grinder,17
Second Chance,FOX Teen Choice Awards,70
Second Chance,The Exorcist FOX,35
Second Chance,Pitch,10
Second Chance,STAR,21
Second Chance,Son of Zorn,12
Second Chance,The Mick,21
Second Chance,Living Biblically,10
Second Chance,Bordertown,30
Second Chance,New Year's Eve on FOX,5
Second Chance,New Girl,65
Second Chance,My Kitchen Rules,61
Second Chance,Queen of the South,37
Second Chance,Party Over Here,75
Second Chance,The F Word,60
Second Chance,Ellen's Game of Games,52
Second Chance,Lethal Weapon FOX,68
Second Chance,Ghosted,52
Second Chance,Home & Family,94
Second Chance,So You Think You Can Dance,47
Second Chance,Love Connection FOX,61
Second Chance,Showtime At The Apollo,41
Second Chance,The Simpsons,83
Second Chance,Glee,63
Second Chance,The Gifted,29
Second Chance,World’s Funniest,81
Second Chance,Bones,49
Second Chance,Il en pense quoi Camille ?,52
Second Chance,The Resident,8
Second Chance,Lucifer,44
Second Chance,Girlboss,75
Second Chance,Beat Shazam,64
Second Chance,Cooper Barrett's Guide to Surviving Life,94
Second Chance,You The Jury,35
Second Chance,Family Guy,61
Second Chance,LA to Vegas,53
Second Chance,Famous,16
Second Chance,Brooklyn Nine-Nine,25
Second Chance,Coupled,59
Second Chance,Hotel Hell,56
Second Chance,The Last Man on Earth,58
Le Juste Prix (Officiel),FremantleMedia France,76
Ponyhof - Die Show,NEO MAGAZIN ROYALE,24
Ponyhof - Die Show,Circus HalliGalli,26
Evening Express,Weekend Express HLN,60
Evening Express,Morning Express with Robin Meade,15
Evening Express,Dr. Drew HLN,92
Evening Express,HLN News Now,95
The Universe,SportsCenter ESPN,55
The Universe,The Legend of Shelby the Swamp Man,41
The Universe,Top Shot on History,24
The Universe,Top Gear BBC America,62
The Universe,Ax Men on History,27
The Universe,렛미인 - Let美人,93
The Universe,American Restoration,95
The Universe,Ancient Aliens,15
The Universe,Arda'nın Mutfağı,27
The Universe,Chef's Table,73
The Universe,Pawn Stars on History,88
The Universe,Good Behavior,81
The Universe,American Daredevils,78
The Universe,Ice Road Truckers on HISTORY,59
The Universe,"""God",77
The Universe,Mountain Men,69
The Universe,Counting Cars,22
The Universe,Bruce Mitchell,77
The Universe,Vikings,52
C dans l'air,C à vous,23
C dans l'air,Le magazine de la santé,5
C dans l'air,C Politique,73
C dans l'air,La Maison France 5,89
C dans l'air,Médias le magazine,38
C dans l'air,Silence ça pousse,31
Reporter's Notebook,Tonight With Arnold Clavio,33
Reporter's Notebook,News to Go,75
Reporter's Notebook,Investigative Documentaries,75
Reporter's Notebook,I-Witness,56
Pasión y Poder,Extreme Weight Loss,14
Pasión y Poder,The Bachelorette,48
Pasión y Poder,Mind Games,87
Pasión y Poder,Wipeout,6
Pasión y Poder,Secret Millionaire,56
Pasión y Poder,Modern Family,47
Pasión y Poder,Back In The Game,93
Pasión y Poder,Body of Proof,44
Pasión y Poder,Whodunnit?,43
Pasión y Poder,Resurrection,18
Pasión y Poder,Revenge,66
Pasión y Poder,Betrayal,49
Pasión y Poder,Wife Swap,42
Pasión y Poder,Shark Tank,65
Pasión y Poder,Dancing with the Stars,91
Pasión y Poder,Trophy Wife,78
Pasión y Poder,Suburgatory,44
Pasión y Poder,Nashville,14
Pasión y Poder,Killer Women,16
Pasión y Poder,The View,62
Pasión y Poder,Private Practice,15
Pasión y Poder,Rookie Blue,40
Pasión y Poder,Super Fun Night,17
Pasión y Poder,The Chew,13
Pasión y Poder,The Goldbergs,68
Pasión y Poder,Desperate Housewives,93
Pasión y Poder,Lost,95
Flipping Out,Real Housewives of New Jersey,87
Flipping Out,Interior Therapy with Jeff Lewis,23
Flipping Out,Game of Crowns,65
Flipping Out,Southern Charm,12
Flipping Out,"""Blood",89
Flipping Out,The Millionaire Matchmaker,27
Flipping Out,Real Housewives of Atlanta,90
Flipping Out,Vanderpump Rules,70
Flipping Out,Real Housewives of New York City,48
Flipping Out,Million Dollar Listing,69
Flipping Out,Below Deck,89
Flipping Out,The New Atlanta,14
Flipping Out,I Dream of Nene: The Wedding,89
Flipping Out,The Real Housewives of Beverly Hills,23
Flipping Out,Incorporated,62
Flipping Out,맛있는 녀석들,81
